epoch,train_loss,val_loss
1,14.503376990556717,2.7095620334148407
2,13.48707240819931,2.701805680990219
3,13.509904980659485,2.6959726214408875
4,13.459160059690475,2.6953852772712708
5,13.486336082220078,2.6924646198749542
6,13.425209999084473,2.692417234182358
7,13.44042593240738,2.692053496837616
8,13.44059693813324,2.6864074170589447
9,13.325824737548828,2.689211070537567
10,13.378667891025543,2.6772370636463165
