epoch,train_loss,val_loss
1,25.690875083208084,4.050454288721085
2,17.99657106399536,3.343830317258835
3,15.598153799772263,3.0151481926441193
4,14.070710629224777,2.738332122564316
5,13.010498881340027,2.5211107432842255
6,12.30877497792244,2.4479909241199493
7,12.154034584760666,2.43683061003685
8,12.08728700876236,2.505605697631836
9,12.091343969106674,2.4766349494457245
10,12.143526703119278,2.423347383737564
